OrderDate,Quantity,SalesAmount,Profit,Region,Category,CustomerID
2022-07-11,4,22.39,188.26,West,Furniture,CUST_410
2022-07-11,1,271.13,8.78,South,Clothing,CUST_245
2022-07-11,6,52.77,119.03,East,Electronics,CUST_264
2022-07-11,9,123.03,166.86,East,Electronics,CUST_402
2022-07-11,2,230.82,67.13,West,Clothing,CUST_260
2022-07-11,14,47.95,-26.81,North,Food,CUST_286
2022-07-11,14,25.95,-8.19,South,Food,CUST_9
2022-07-11,12,341.35,5.64,East,Electronics,CUST_2
2022-07-12,6,226.92,85.66,North,Furniture,CUST_168
2022-07-12,10,179.67,-20.48,South,Food,CUST_450
2022-07-12,1,186.81,-2.82,North,Electronics,CUST_17
2022-07-12,14,293.66,-45.1,North,Electronics,CUST_429
2022-07-12,6,416.65,35.5,South,Food,CUST_143
2022-07-13,10,351.15,163.94,West,Electronics,CUST_178
2022-07-13,4,374.89,-33.8,North,Food,CUST_480
2022-07-13,7,307.44,37.28,East,Furniture,CUST_300
2022-07-13,3,87.57,57.56,East,Electronics,CUST_369
2022-07-13,7,281.5,44.94,North,Food,CUST_198
2022-07-13,5,208.05,5.21,North,Food,CUST_229
2022-07-13,4,260.69,47.07,North,Electronics,CUST_419
2022-07-13,4,129.48,90.98,East,Electronics,CUST_408
2022-07-13,7,57.98,58.16,West,Electronics,CUST_437
2022-07-14,2,290.14,-15.61,East,Electronics,CUST_325
2022-07-14,6,272.17,16.19,South,Furniture,CUST_245
2022-07-14,1,215.53,-15.86,North,Electronics,CUST_425
2022-07-14,13,203.64,137.18,North,Furniture,CUST_377
2022-07-14,7,212.81,149.17,West,Food,CUST_34
2022-07-14,3,238.12,-4.76,North,Food,CUST_64
2022-07-14,13,129.25,-33.39,North,Clothing,CUST_384
2022-07-15,2,410.64,-37.45,South,Electronics,CUST_352
2022-07-15,10,149.37,193.38,South,Clothing,CUST_149
2022-07-15,6,304.97,-28.77,East,Electronics,CUST_285
2022-07-15,6,213.02,-20.81,West,Furniture,CUST_310
2022-07-16,12,343.4,192.89,South,Food,CUST_319
2022-07-16,12,200.42,27.28,South,Clothing,CUST_110
2022-07-16,8,345.4,133.24,South,Food,CUST_329
2022-07-16,8,139.85,6.05,East,Electronics,CUST_180
2022-07-17,9,49.36,-1.7,West,Furniture,CUST_273
2022-07-17,7,361.25,50.68,South,Clothing,CUST_187
2022-07-17,1,312.17,45.4,East,Clothing,CUST_95
2022-07-17,5,313.45,36.11,West,Electronics,CUST_161
2022-07-17,10,79.87,110.07,South,Clothing,CUST_296
2022-07-17,8,59.94,173.57,North,Clothing,CUST_6
2022-07-18,5,295.48,117.59,West,Clothing,CUST_325
2022-07-18,3,52.81,87.95,East,Clothing,CUST_22
2022-07-18,3,290.07,6.43,East,Furniture,CUST_318
2022-07-18,7,463.7,-23.11,North,Food,CUST_236
2022-07-18,7,29.84,34.23,West,Food,CUST_155
2022-07-19,4,249.49,103.66,South,Food,CUST_402
2022-07-20,14,282.33,131.13,North,Furniture,CUST_195
2022-07-20,7,426.83,67.39,North,Clothing,CUST_328
2022-07-20,1,297.28,0.27,North,Electronics,CUST_89
2022-07-20,5,262.52,185.62,North,Clothing,CUST_351
2022-07-20,1,210.19,24.22,West,Electronics,CUST_42
2022-07-20,8,329.52,168.01,West,Furniture,CUST_80
2022-07-20,10,147.24,-27.95,East,Furniture,CUST_117
2022-07-20,4,451.98,131.98,East,Electronics,CUST_291
2022-07-21,14,142.21,7.77,West,Furniture,CUST_7
2022-07-21,6,442.25,106.26,North,Food,CUST_197
2022-07-21,7,24.97,44.54,East,Electronics,CUST_56
2022-07-21,6,389.31,70.81,West,Clothing,CUST_51
2022-07-21,5,318.48,174.77,South,Furniture,CUST_367
2022-07-22,6,200.03,-18.1,East,Clothing,CUST_7
2022-07-22,3,189.93,177.72,West,Clothing,CUST_487
2022-07-22,4,349.09,10.83,East,Food,CUST_154
2022-07-22,9,250.18,155.66,East,Furniture,CUST_286
2022-07-22,10,252.13,135.66,West,Electronics,CUST_491
2022-07-23,6,480.06,-38.78,West,Food,CUST_79
2022-07-24,1,20.49,-38.06,East,Food,CUST_143
2022-07-24,8,169.04,160.31,South,Clothing,CUST_436
2022-07-24,2,433.81,25.91,South,Electronics,CUST_114
2022-07-25,12,28.9,195.13,West,Clothing,CUST_76
2022-07-25,6,327.4,-8.9,South,Food,CUST_405
2022-07-25,14,152.27,180.4,North,Food,CUST_328
2022-07-25,10,420.02,57.86,North,Food,CUST_48
2022-07-25,13,385.18,-9.28,South,Food,CUST_415
2022-07-25,12,357.1,196.76,West,Furniture,CUST_2
2022-07-25,14,231.37,135.36,West,Clothing,CUST_375
2022-07-26,7,172.73,42.91,South,Clothing,CUST_110
2022-07-26,14,202.06,-14.71,South,Clothing,CUST_128
2022-07-26,2,367.48,190.32,West,Electronics,CUST_180
2022-07-27,10,210.53,-27.91,East,Clothing,CUST_207
2022-07-27,10,99.28,164.15,South,Food,CUST_311
2022-07-27,7,298.1,89.62,East,Food,CUST_221
2022-07-27,7,271.03,17.81,East,Electronics,CUST_390
2022-07-27,11,464.95,159.27,West,Furniture,CUST_196
2022-07-28,13,183.59,-38.82,North,Clothing,CUST_335
2022-07-28,9,57.78,163.19,East,Electronics,CUST_407
2022-07-28,1,238.63,165.42,East,Furniture,CUST_36
2022-07-28,5,43.3,196.34,South,Furniture,CUST_257
2022-07-29,9,172.93,22.64,West,Food,CUST_345
2022-07-29,1,65.63,148.2,South,Clothing,CUST_435
2022-07-29,2,209.06,-1.11,East,Food,CUST_423
2022-07-29,6,69.06,91.55,West,Electronics,CUST_413
2022-07-29,13,450.93,106.35,South,Food,CUST_302
2022-07-29,12,94.83,13.4,South,Furniture,CUST_10
2022-07-29,10,362.25,-42.05,East,Clothing,CUST_269
2022-07-30,3,154.24,98.83,North,Food,CUST_94
2022-07-30,7,266.74,38.4,South,Food,CUST_452
2022-07-30,7,430.44,48.07,West,Clothing,CUST_74
2022-07-30,2,168.46,-33.88,South,Furniture,CUST_461
2022-07-30,4,85.35,-32.42,West,Clothing,CUST_142
2022-07-30,8,290.63,40.69,West,Food,CUST_293
2022-07-31,5,51.26,63.58,East,Furniture,CUST_65
2022-07-31,11,257.85,-41.2,West,Food,CUST_273
2022-07-31,14,65.49,41.11,South,Electronics,CUST_440
2022-07-31,10,203.04,159.77,East,Electronics,CUST_337
2022-07-31,1,358.61,170.09,South,Furniture,CUST_214
2022-08-01,8,196.63,133.21,West,Furniture,CUST_496
2022-08-01,12,229.4,-38.66,North,Furniture,CUST_81
2022-08-01,12,343.73,94.33,South,Clothing,CUST_359
2022-08-01,12,496.22,6.42,South,Electronics,CUST_215
2022-08-02,13,439.38,75.8,East,Electronics,CUST_317
2022-08-02,6,466.72,183.44,East,Electronics,CUST_352
2022-08-02,9,127.47,137.81,South,Food,CUST_212
2022-08-02,4,419.31,10.58,West,Clothing,CUST_440
2022-08-02,6,101.66,63.77,South,Clothing,CUST_145
2022-08-02,2,288.78,136.05,North,Food,CUST_216
2022-08-03,7,403.46,76.52,West,Food,CUST_186
2022-08-03,7,109.68,85.47,North,Furniture,CUST_373
2022-08-03,9,484.72,-22.97,South,Electronics,CUST_185
2022-08-03,8,402.17,48.03,North,Electronics,CUST_405
2022-08-04,13,481.23,23.16,North,Furniture,CUST_317
2022-08-04,12,146.73,79.45,West,Clothing,CUST_351
2022-08-04,7,38.45,-18.49,South,Furniture,CUST_405
2022-08-04,13,203.21,17.08,West,Clothing,CUST_351
2022-08-04,11,58.33,38.74,North,Furniture,CUST_66
2022-08-04,7,378.8,-0.58,North,Electronics,CUST_482
2022-08-04,3,152.52,149.11,North,Furniture,CUST_211
2022-08-04,2,23.74,184.71,South,Food,CUST_176
2022-08-05,13,308.22,134.78,South,Electronics,CUST_22
2022-08-05,12,35.18,104.09,East,Electronics,CUST_410
2022-08-05,14,245.03,-9.93,South,Electronics,CUST_68
2022-08-05,7,163.58,-42.85,North,Furniture,CUST_354
2022-08-05,9,490.39,-9.91,South,Food,CUST_18
2022-08-05,12,464.55,39.79,East,Food,CUST_445
2022-08-05,7,53.66,60.16,South,Food,CUST_459
2022-08-06,10,231.19,-11.14,North,Food,CUST_278
2022-08-06,7,209.5,14.49,South,Electronics,CUST_351
2022-08-06,1,266.76,3.29,West,Electronics,CUST_196
2022-08-06,6,420.95,54.69,South,Clothing,CUST_162
2022-08-06,13,221.54,-35.85,South,Furniture,CUST_339
2022-08-07,9,469.18,3.17,West,Clothing,CUST_212
2022-08-07,9,333.0,140.53,South,Food,CUST_59
2022-08-07,13,146.33,57.95,East,Electronics,CUST_468
2022-08-07,7,258.43,62.88,North,Food,CUST_347
2022-08-08,8,460.65,27.44,East,Food,CUST_147
2022-08-08,2,168.82,132.19,West,Electronics,CUST_262
2022-08-08,1,94.05,-13.37,West,Electronics,CUST_316
2022-08-08,7,341.35,74.82,North,Food,CUST_102
2022-08-08,10,375.06,91.85,North,Furniture,CUST_28
2022-08-09,5,197.27,-35.28,West,Furniture,CUST_269
2022-08-09,6,428.39,-25.06,North,Clothing,CUST_34
2022-08-09,8,297.42,71.69,East,Electronics,CUST_498
2022-08-09,4,149.8,16.37,West,Furniture,CUST_270
2022-08-10,14,275.01,149.33,South,Electronics,CUST_61
2022-08-10,13,377.39,196.72,North,Clothing,CUST_391
2022-08-11,11,481.6,28.25,South,Clothing,CUST_26
2022-08-11,5,24.83,46.74,North,Clothing,CUST_382
2022-08-12,2,24.02,42.54,West,Electronics,CUST_36
2022-08-12,3,480.1,69.52,East,Food,CUST_204
2022-08-12,1,484.75,186.8,North,Furniture,CUST_302
2022-08-12,10,253.45,141.79,East,Furniture,CUST_408
2022-08-12,1,451.94,-28.78,East,Furniture,CUST_259
2022-08-12,12,299.35,18.94,East,Electronics,CUST_101
2022-08-13,6,267.24,99.16,North,Furniture,CUST_364
2022-08-13,4,116.93,153.31,East,Furniture,CUST_165
2022-08-13,2,154.43,121.6,East,Electronics,CUST_370
2022-08-13,2,220.19,67.28,East,Food,CUST_237
2022-08-14,3,161.72,58.99,South,Food,CUST_131
2022-08-14,6,301.39,126.14,West,Clothing,CUST_274
2022-08-14,3,234.37,189.64,East,Electronics,CUST_156
2022-08-14,2,418.16,177.37,West,Furniture,CUST_139
2022-08-14,8,366.36,77.89,North,Clothing,CUST_160
2022-08-14,13,156.97,94.06,East,Furniture,CUST_230
2022-08-15,11,74.18,163.28,North,Food,CUST_296
2022-08-15,3,178.86,-11.96,West,Clothing,CUST_413
2022-08-15,9,350.0,88.27,South,Clothing,CUST_339
2022-08-15,2,180.67,88.17,West,Electronics,CUST_289
2022-08-15,14,435.74,67.08,North,Electronics,CUST_324
2022-08-15,7,172.96,-25.82,East,Food,CUST_298
2022-08-15,8,245.77,122.18,West,Food,CUST_47
2022-08-15,11,181.18,8.92,West,Furniture,CUST_229
2022-08-16,4,333.13,-29.62,East,Electronics,CUST_488
2022-08-16,8,442.52,-45.71,West,Clothing,CUST_316
2022-08-16,4,42.72,170.32,East,Electronics,CUST_193
2022-08-16,13,75.05,52.03,East,Furniture,CUST_246
2022-08-17,8,382.82,66.62,East,Furniture,CUST_393
2022-08-17,11,205.76,71.14,South,Clothing,CUST_167
2022-08-17,1,276.09,-36.24,West,Furniture,CUST_216
2022-08-17,12,105.05,143.42,North,Electronics,CUST_0
2022-08-18,10,212.96,-13.68,North,Electronics,CUST_97
2022-08-18,11,360.19,84.46,West,Furniture,CUST_214
2022-08-18,14,215.17,123.5,South,Electronics,CUST_226
2022-08-18,4,374.97,40.32,West,Electronics,CUST_345
2022-08-19,3,276.03,191.71,South,Food,CUST_468
2022-08-19,2,388.02,92.29,North,Electronics,CUST_84
2022-08-19,4,284.36,27.82,North,Electronics,CUST_22
2022-08-19,11,148.8,80.57,South,Clothing,CUST_119
2022-08-20,6,219.55,65.37,South,Electronics,CUST_422
2022-08-20,13,89.75,172.78,West,Electronics,CUST_426
2022-08-20,9,121.66,97.61,West,Food,CUST_395
2022-08-20,2,85.46,30.98,East,Food,CUST_158
2022-08-20,3,336.97,1.6,South,Electronics,CUST_364
2022-08-20,12,434.3,-37.81,West,Electronics,CUST_383
2022-08-21,10,408.86,108.32,East,Furniture,CUST_137
2022-08-21,8,149.6,123.27,North,Furniture,CUST_468
2022-08-21,3,399.57,151.32,North,Furniture,CUST_190
2022-08-21,11,396.15,138.17,South,Clothing,CUST_391
2022-08-21,14,468.76,-11.73,North,Food,CUST_188
2022-08-22,11,394.65,177.86,North,Electronics,CUST_31
2022-08-23,9,71.09,60.18,West,Food,CUST_22
2022-08-23,9,372.54,188.3,East,Food,CUST_285
2022-08-23,2,359.78,30.25,West,Electronics,CUST_443
2022-08-23,8,94.09,90.57,North,Food,CUST_491
2022-08-23,4,27.63,-32.66,South,Clothing,CUST_404
2022-08-23,4,217.05,172.17,South,Clothing,CUST_323
2022-08-24,11,345.82,188.85,West,Furniture,CUST_241
2022-08-24,8,303.86,185.39,East,Furniture,CUST_347
2022-08-24,11,296.98,129.48,South,Food,CUST_486
2022-08-24,10,378.33,154.34,North,Food,CUST_215
2022-08-24,5,458.8,80.96,South,Food,CUST_76
2022-08-24,5,195.03,-6.53,West,Electronics,CUST_262
2022-08-25,12,429.51,48.26,South,Furniture,CUST_110
2022-08-25,6,436.05,22.51,North,Food,CUST_232
2022-08-25,2,143.23,-14.98,East,Food,CUST_466
2022-08-25,5,233.51,119.91,South,Furniture,CUST_487
2022-08-25,5,67.78,175.88,South,Electronics,CUST_395
2022-08-26,13,157.08,126.26,North,Electronics,CUST_266
2022-08-26,1,138.03,45.53,North,Food,CUST_266
2022-08-26,1,55.06,142.37,East,Clothing,CUST_248
2022-08-26,3,108.11,93.19,North,Food,CUST_368
2022-08-26,8,147.44,70.57,East,Furniture,CUST_290
2022-08-26,11,48.48,-29.14,North,Electronics,CUST_483
2022-08-27,12,438.76,-2.64,East,Furniture,CUST_211
2022-08-27,9,363.86,110.46,East,Electronics,CUST_63
2022-08-27,3,385.71,36.86,North,Furniture,CUST_146
2022-08-27,12,424.14,5.0,North,Clothing,CUST_276
2022-08-27,10,304.0,-1.36,North,Electronics,CUST_435
2022-08-29,12,394.61,-9.72,South,Furniture,CUST_30
2022-08-29,4,58.44,-27.55,South,Food,CUST_202
2022-08-30,9,214.21,100.63,West,Furniture,CUST_360
2022-08-30,6,142.12,184.62,South,Furniture,CUST_360
2022-08-30,6,105.23,187.33,North,Electronics,CUST_161
2022-08-30,12,307.01,0.31,South,Clothing,CUST_394
2022-08-30,5,248.2,195.9,West,Electronics,CUST_16
2022-08-30,10,41.64,84.37,West,Electronics,CUST_39
2022-08-30,1,203.01,46.55,East,Food,CUST_344
2022-08-30,7,208.5,43.38,West,Electronics,CUST_362
2022-08-31,3,348.27,137.9,East,Furniture,CUST_213
2022-08-31,9,29.33,37.4,West,Furniture,CUST_442
2022-08-31,2,52.25,80.45,South,Electronics,CUST_202
2022-09-01,6,172.72,83.65,South,Furniture,CUST_19
2022-09-01,7,24.11,71.06,East,Electronics,CUST_372
2022-09-01,12,495.38,48.59,East,Furniture,CUST_264
2022-09-02,1,305.38,67.41,South,Furniture,CUST_119
2022-09-02,10,420.52,153.76,North,Electronics,CUST_240
2022-09-02,7,337.59,180.75,East,Electronics,CUST_126
2022-09-02,8,68.24,46.96,South,Furniture,CUST_305
2022-09-02,7,420.1,51.7,East,Food,CUST_70
2022-09-02,4,36.34,57.3,East,Food,CUST_453
2022-09-02,14,38.39,90.46,South,Electronics,CUST_438
2022-09-03,2,222.0,43.31,North,Food,CUST_127
2022-09-03,14,82.94,51.23,East,Electronics,CUST_352
2022-09-03,8,177.82,66.32,South,Food,CUST_270
2022-09-04,8,309.53,-27.11,West,Electronics,CUST_424
2022-09-04,13,131.45,73.72,West,Furniture,CUST_326
2022-09-04,4,41.88,198.66,West,Clothing,CUST_304
2022-09-04,5,166.88,14.44,East,Furniture,CUST_339
2022-09-04,14,340.08,115.01,South,Electronics,CUST_199
2022-09-04,10,441.36,102.81,North,Food,CUST_282
2022-09-04,13,48.76,86.82,South,Furniture,CUST_416
2022-09-04,6,117.81,179.31,West,Electronics,CUST_152
2022-09-05,4,316.3,90.12,South,Food,CUST_324
2022-09-05,10,348.03,19.07,West,Food,CUST_13
2022-09-05,2,225.04,1.56,North,Clothing,CUST_414
2022-09-06,1,153.46,73.04,East,Electronics,CUST_143
2022-09-06,9,194.51,35.08,South,Clothing,CUST_97
2022-09-06,14,220.55,28.83,East,Clothing,CUST_253
2022-09-07,9,410.12,135.27,North,Food,CUST_80
2022-09-07,9,93.84,14.85,South,Food,CUST_69
2022-09-07,14,177.08,-16.29,South,Electronics,CUST_147
2022-09-07,7,446.19,14.63,North,Clothing,CUST_483
2022-09-07,1,136.27,141.9,South,Furniture,CUST_20
2022-09-08,11,102.78,64.79,South,Electronics,CUST_415
2022-09-08,2,189.38,134.57,South,Food,CUST_474
2022-09-08,11,173.16,151.31,East,Furniture,CUST_386
2022-09-08,1,268.3,81.49,West,Furniture,CUST_453
2022-09-08,7,345.33,92.51,South,Clothing,CUST_167
2022-09-08,14,34.56,-42.68,South,Electronics,CUST_118
2022-09-09,4,385.9,15.28,East,Electronics,CUST_432
2022-09-10,5,348.24,158.31,North,Furniture,CUST_256
2022-09-10,6,484.75,24.42,North,Clothing,CUST_343
2022-09-10,13,292.2,-22.34,West,Furniture,CUST_111
2022-09-10,5,361.61,99.18,West,Furniture,CUST_17
2022-09-10,13,413.37,24.99,West,Electronics,CUST_200
2022-09-10,2,112.82,27.67,East,Furniture,CUST_229
2022-09-10,13,49.66,14.06,East,Clothing,CUST_64
2022-09-10,8,332.12,133.6,South,Furniture,CUST_283
2022-09-11,14,381.19,44.12,West,Food,CUST_57
2022-09-11,10,297.09,128.45,East,Clothing,CUST_444
2022-09-11,9,285.84,56.91,West,Clothing,CUST_109
2022-09-11,10,149.22,47.24,South,Food,CUST_91
2022-09-11,1,463.01,93.78,North,Electronics,CUST_203
2022-09-11,11,459.65,92.42,North,Food,CUST_311
2022-09-11,7,224.74,102.1,East,Food,CUST_190
2022-09-12,5,123.53,88.4,East,Food,CUST_474
2022-09-12,13,224.24,59.05,South,Food,CUST_63
2022-09-12,13,200.35,162.06,South,Furniture,CUST_457
2022-09-13,1,414.04,36.74,South,Clothing,CUST_488
2022-09-13,2,89.64,40.17,West,Clothing,CUST_326
2022-09-13,14,49.55,154.71,North,Clothing,CUST_24
2022-09-14,8,262.86,25.25,West,Food,CUST_196
2022-09-14,10,287.28,-35.18,North,Electronics,CUST_65
2022-09-15,4,263.46,5.67,West,Food,CUST_19
2022-09-15,1,258.05,64.84,West,Clothing,CUST_389
2022-09-15,8,169.28,-29.76,South,Clothing,CUST_194
2022-09-15,10,282.46,136.88,South,Furniture,CUST_231
2022-09-15,5,101.78,30.03,South,Electronics,CUST_368
2022-09-16,1,100.98,118.37,North,Electronics,CUST_166
2022-09-16,13,270.15,134.08,West,Clothing,CUST_257
2022-09-16,14,160.45,109.53,South,Food,CUST_248
2022-09-16,13,363.25,-16.18,North,Electronics,CUST_86
2022-09-17,10,235.64,-44.17,South,Furniture,CUST_269
2022-09-17,14,83.43,158.89,East,Food,CUST_247
2022-09-17,13,333.77,-22.27,North,Food,CUST_52
2022-09-17,10,380.0,86.38,South,Furniture,CUST_489
2022-09-18,13,161.91,33.71,South,Clothing,CUST_252
2022-09-18,6,76.83,-6.89,North,Food,CUST_379
2022-09-18,11,329.44,156.75,South,Electronics,CUST_470
2022-09-18,6,454.87,74.75,East,Furniture,CUST_474
2022-09-18,5,186.13,-36.11,West,Electronics,CUST_119
2022-09-19,1,58.22,15.79,South,Clothing,CUST_118
2022-09-19,5,145.52,147.3,West,Food,CUST_443
2022-09-19,10,193.0,135.36,North,Clothing,CUST_207
2022-09-19,6,441.14,126.36,East,Food,CUST_260
2022-09-19,12,377.28,58.49,South,Clothing,CUST_67
2022-09-19,13,60.63,140.01,North,Furniture,CUST_256
2022-09-20,2,468.44,121.3,North,Clothing,CUST_182
2022-09-20,5,320.1,84.53,West,Clothing,CUST_329
2022-09-20,5,125.6,192.74,South,Food,CUST_179
2022-09-20,8,206.99,8.8,North,Furniture,CUST_478
2022-09-21,12,141.79,154.11,South,Electronics,CUST_182
2022-09-21,4,178.07,152.31,North,Furniture,CUST_304
2022-09-22,3,467.51,80.67,South,Electronics,CUST_469
2022-09-22,13,262.72,37.53,South,Furniture,CUST_195
2022-09-22,4,223.85,-40.3,West,Furniture,CUST_423
2022-09-22,13,496.11,84.68,South,Electronics,CUST_383
2022-09-22,8,160.35,84.14,East,Food,CUST_105
2022-09-22,5,346.47,53.66,North,Furniture,CUST_291
2022-09-23,2,68.94,139.28,West,Clothing,CUST_235
2022-09-23,6,99.02,30.93,West,Clothing,CUST_131
2022-09-23,3,377.43,101.37,South,Food,CUST_362
2022-09-23,6,50.29,188.59,North,Food,CUST_281
2022-09-23,7,110.86,131.64,East,Clothing,CUST_142
2022-09-24,6,351.85,90.31,East,Food,CUST_479
2022-09-24,1,385.47,129.7,West,Electronics,CUST_396
2022-09-24,11,193.66,74.54,North,Furniture,CUST_318
2022-09-24,3,300.62,101.98,West,Electronics,CUST_126
2022-09-24,11,320.51,186.18,West,Clothing,CUST_39
2022-09-25,11,184.65,-21.77,East,Furniture,CUST_20
2022-09-25,7,370.36,25.14,West,Electronics,CUST_60
2022-09-25,7,474.82,47.58,East,Electronics,CUST_11
2022-09-25,2,65.08,158.33,South,Food,CUST_402
2022-09-25,6,173.94,113.23,East,Clothing,CUST_238
2022-09-25,3,467.95,156.78,West,Clothing,CUST_74
2022-09-26,4,174.09,183.71,South,Electronics,CUST_280
2022-09-26,6,325.49,35.95,South,Clothing,CUST_317
2022-09-26,12,221.88,106.56,North,Food,CUST_61
2022-09-27,5,381.41,40.74,South,Clothing,CUST_310
2022-09-27,5,35.87,134.59,East,Electronics,CUST_481
2022-09-27,2,357.88,131.82,North,Furniture,CUST_58
2022-09-27,2,281.24,137.44,South,Furniture,CUST_357
2022-09-27,2,53.48,-10.51,South,Clothing,CUST_361
2022-09-27,5,364.85,60.65,East,Clothing,CUST_269
2022-09-27,4,222.11,122.48,North,Electronics,CUST_127
2022-09-27,6,314.49,195.75,East,Furniture,CUST_140
2022-09-28,3,140.24,172.88,West,Electronics,CUST_421
2022-09-28,5,87.6,-11.63,North,Food,CUST_82
2022-09-28,3,293.52,85.61,West,Furniture,CUST_463
2022-09-28,9,424.39,143.33,West,Food,CUST_41
2022-09-29,13,169.59,91.7,South,Electronics,CUST_85
2022-09-29,13,405.05,38.67,West,Food,CUST_301
2022-09-29,1,362.89,162.2,North,Electronics,CUST_320
2022-09-29,11,302.39,8.16,West,Electronics,CUST_435
2022-09-29,2,296.52,11.55,North,Food,CUST_129
2022-09-30,13,178.58,24.6,South,Electronics,CUST_58
2022-09-30,6,69.15,33.03,South,Clothing,CUST_47
2022-09-30,11,486.07,125.23,North,Food,CUST_114
2022-09-30,4,143.36,100.59,South,Furniture,CUST_421
2022-09-30,2,470.3,150.71,West,Electronics,CUST_210
2022-09-30,2,192.95,5.37,East,Furniture,CUST_462
2022-09-30,9,468.23,124.74,East,Furniture,CUST_400
2022-09-30,1,467.91,81.97,West,Electronics,CUST_312
2022-09-30,12,263.47,77.55,North,Furniture,CUST_7
2022-10-01,5,473.39,197.14,South,Food,CUST_183
2022-10-01,11,489.15,107.61,North,Clothing,CUST_291
2022-10-01,3,217.51,108.93,East,Electronics,CUST_85
2022-10-01,2,367.78,-5.32,South,Electronics,CUST_496
2022-10-01,3,275.34,135.6,South,Clothing,CUST_343
2022-10-01,9,186.32,76.39,East,Electronics,CUST_442
2022-10-01,10,75.12,-35.56,South,Furniture,CUST_313
2022-10-02,1,462.88,59.32,West,Food,CUST_293
2022-10-02,4,405.29,172.95,East,Food,CUST_59
2022-10-03,3,200.83,70.2,South,Food,CUST_221
2022-10-03,4,120.24,-15.32,East,Electronics,CUST_232
2022-10-03,3,174.36,-13.24,North,Food,CUST_441
2022-10-03,4,366.35,29.61,East,Electronics,CUST_14
2022-10-03,13,463.18,101.69,East,Clothing,CUST_345
2022-10-04,12,108.63,162.65,West,Clothing,CUST_14
2022-10-04,6,402.4,112.54,East,Electronics,CUST_28
2022-10-04,5,400.67,29.66,East,Clothing,CUST_158
2022-10-04,8,123.57,182.97,West,Electronics,CUST_357
2022-10-04,4,212.11,33.23,East,Clothing,CUST_177
2022-10-04,2,239.98,8.88,North,Furniture,CUST_205
2022-10-04,12,162.42,130.75,West,Food,CUST_419
2022-10-04,4,394.52,186.7,South,Food,CUST_207
2022-10-04,6,311.47,-22.7,South,Electronics,CUST_421
2022-10-05,5,333.71,195.15,North,Clothing,CUST_267
2022-10-05,4,473.78,87.9,North,Clothing,CUST_36
2022-10-05,1,374.96,189.16,North,Clothing,CUST_390
2022-10-05,5,255.03,124.6,North,Furniture,CUST_284
2022-10-05,2,139.43,-47.77,West,Clothing,CUST_256
2022-10-05,6,220.35,169.8,South,Furniture,CUST_3
2022-10-06,7,121.85,21.94,South,Furniture,CUST_310
2022-10-06,1,37.85,135.2,East,Furniture,CUST_53
2022-10-06,14,50.66,111.21,South,Food,CUST_409
2022-10-07,9,202.4,26.32,South,Furniture,CUST_366
2022-10-07,4,496.56,54.84,East,Furniture,CUST_248
2022-10-07,1,68.52,-44.27,South,Clothing,CUST_159
2022-10-08,5,204.12,4.55,West,Clothing,CUST_175
2022-10-08,3,217.36,39.72,North,Food,CUST_255
2022-10-08,4,222.02,131.56,North,Clothing,CUST_124
2022-10-08,13,222.89,-16.72,North,Clothing,CUST_358
2022-10-09,14,305.0,70.1,East,Electronics,CUST_1
2022-10-09,12,325.1,158.2,North,Food,CUST_19
2022-10-09,12,317.18,40.81,East,Furniture,CUST_251
2022-10-09,11,235.75,-0.86,East,Furniture,CUST_440
2022-10-10,3,278.48,176.57,South,Furniture,CUST_354
2022-10-10,5,459.44,33.64,South,Clothing,CUST_218
2022-10-10,3,251.27,118.65,West,Food,CUST_373
2022-10-10,3,498.67,-40.69,West,Food,CUST_258
2022-10-10,1,148.3,-8.9,South,Electronics,CUST_144
2022-10-10,1,21.72,31.21,North,Electronics,CUST_499
2022-10-10,3,260.42,191.75,East,Electronics,CUST_397
2022-10-10,6,174.25,102.08,North,Food,CUST_445
2022-10-11,11,379.31,-12.01,South,Electronics,CUST_368
2022-10-11,10,330.84,88.85,West,Electronics,CUST_143
2022-10-11,1,372.37,60.64,South,Electronics,CUST_232
2022-10-11,1,242.64,158.16,South,Food,CUST_246
2022-10-11,13,326.31,188.15,East,Electronics,CUST_486
2022-10-12,3,138.54,-19.0,South,Clothing,CUST_411
2022-10-12,8,203.6,148.59,East,Clothing,CUST_254
2022-10-12,13,118.89,170.09,West,Furniture,CUST_388
2022-10-12,6,349.56,33.14,East,Electronics,CUST_378
2022-10-12,13,294.92,81.19,North,Electronics,CUST_375
2022-10-12,13,477.4,-46.79,North,Electronics,CUST_273
2022-10-13,12,492.4,-6.34,North,Furniture,CUST_37
2022-10-13,9,324.58,-6.77,East,Food,CUST_413
2022-10-13,7,245.26,147.51,South,Furniture,CUST_238
2022-10-13,8,168.11,150.36,North,Furniture,CUST_382
2022-10-14,6,65.86,29.35,East,Clothing,CUST_478
2022-10-14,12,36.46,41.18,East,Food,CUST_218
2022-10-14,4,347.85,-21.89,South,Electronics,CUST_315
2022-10-14,7,434.0,98.39,East,Clothing,CUST_286
2022-10-14,12,349.24,11.68,West,Electronics,CUST_122
2022-10-14,11,391.78,181.85,East,Furniture,CUST_336
2022-10-14,10,449.03,180.11,North,Clothing,CUST_169
2022-10-15,2,252.83,113.18,East,Furniture,CUST_186
2022-10-15,7,40.41,-34.7,North,Electronics,CUST_141
